id,ho_ten,sdt,thanh_pho,email,_source,_extract_time,_run_id
64,Lê Nga,0919911189,Cần Thơ,user63@gmail.com,sql,2025-12-10T03:00:52.655952,20251210_030051
65,Phạm Dũng,0973052049,Hải Phòng,user64@gmail.com,sql,2025-12-10T03:00:52.656952,20251210_030051
66,Đặng Dũng,0955228924,Hà Nội,user65@gmail.com,sql,2025-12-10T03:00:52.656952,20251210_030051
67,Đặng Hạnh,0996230369,Cần Thơ,user66@gmail.com,sql,2025-12-10T03:00:52.656952,20251210_030051
68,Phạm Bình,0981894295,Hà Nội,user67@gmail.com,sql,2025-12-10T03:00:52.656952,20251210_030051
69,Phạm Minh,0929226748,Hải Phòng,user68@gmail.com,sql,2025-12-10T03:00:52.657952,20251210_030051
70,Phạm Bình,0930181474,Hà Nội,user69@gmail.com,sql,2025-12-10T03:00:52.657952,20251210_030051
71,Lê Nga,0933661064,Hồ Chí Minh,user70@gmail.com,sql,2025-12-10T03:00:52.657952,20251210_030051
72,Nguyễn Bình,0977155624,Hồ Chí Minh,user71@gmail.com,sql,2025-12-10T03:00:52.657952,20251210_030051
73,Phạm Hạnh,0915513907,Cần Thơ,user72@gmail.com,sql,2025-12-10T03:00:52.658952,20251210_030051
74,Bùi Bình,0954584422,Đà Nẵng,user73@gmail.com,sql,2025-12-10T03:00:52.658952,20251210_030051
75,Bùi Dũng,0981714085,Hải Phòng,user74@gmail.com,sql,2025-12-10T03:00:52.658952,20251210_030051
76,Hoàng Huy,0944343909,Hải Phòng,user75@gmail.com,sql,2025-12-10T03:00:52.658952,20251210_030051
77,Trần Dũng,0991865249,Hà Nội,user76@gmail.com,sql,2025-12-10T03:00:52.659948,20251210_030051
78,Nguyễn Dũng,0926459952,Đà Nẵng,user77@gmail.com,sql,2025-12-10T03:00:52.659948,20251210_030051
79,Lê Dũng,0986835295,Hà Nội,user78@gmail.com,sql,2025-12-10T03:00:52.659948,20251210_030051
80,Phạm Hạnh,0989494654,Cần Thơ,user79@gmail.com,sql,2025-12-10T03:00:52.659948,20251210_030051
81,Đặng Hạnh,0974974557,Đà Nẵng,user80@gmail.com,sql,2025-12-10T03:00:52.659948,20251210_030051
82,Đỗ Nga,0937667183,Hồ Chí Minh,user81@gmail.com,sql,2025-12-10T03:00:52.660946,20251210_030051
83,Hoàng An,0984315399,Hải Phòng,user82@gmail.com,sql,2025-12-10T03:00:52.660946,20251210_030051
84,Đỗ Nga,0943979784,Hải Phòng,user83@gmail.com,sql,2025-12-10T03:00:52.660946,20251210_030051
85,Trần Nga,0958993353,Đà Nẵng,user84@gmail.com,sql,2025-12-10T03:00:52.660946,20251210_030051
86,Vũ Bình,0967789253,Hà Nội,user85@gmail.com,sql,2025-12-10T03:00:52.660946,20251210_030051
87,Lê Quỳnh,0946951531,Đà Nẵng,user86@gmail.com,sql,2025-12-10T03:00:52.660946,20251210_030051
88,Phạm Hạnh,0963120689,Cần Thơ,user87@gmail.com,sql,2025-12-10T03:00:52.661952,20251210_030051
89,Hoàng An,0999305066,Hà Nội,user88@gmail.com,sql,2025-12-10T03:00:52.661952,20251210_030051
90,Phạm Minh,0925725894,Hồ Chí Minh,user89@gmail.com,sql,2025-12-10T03:00:52.661952,20251210_030051
91,Đỗ Quỳnh,0915807600,Hải Phòng,user90@gmail.com,sql,2025-12-10T03:00:52.661952,20251210_030051
92,Bùi Quỳnh,0993453544,Cần Thơ,user91@gmail.com,sql,2025-12-10T03:00:52.661952,20251210_030051
93,Lê Cường,0981714217,Hải Phòng,user92@gmail.com,sql,2025-12-10T03:00:52.662952,20251210_030051
94,Trần Hạnh,0914388747,Hà Nội,user93@gmail.com,sql,2025-12-10T03:00:52.662952,20251210_030051
95,Đặng An,0940129780,Cần Thơ,user94@gmail.com,sql,2025-12-10T03:00:52.662952,20251210_030051
96,Đặng An,0911523382,Hà Nội,user95@gmail.com,sql,2025-12-10T03:00:52.662952,20251210_030051
97,Hoàng Bình,0936389067,Hồ Chí Minh,user96@gmail.com,sql,2025-12-10T03:00:52.663950,20251210_030051
98,Hoàng An,0967517068,Hải Phòng,user97@gmail.com,sql,2025-12-10T03:00:52.663950,20251210_030051
99,Hoàng Minh,0977286507,Đà Nẵng,user98@gmail.com,sql,2025-12-10T03:00:52.663950,20251210_030051
100,Nguyễn Dũng,0955819690,Đà Nẵng,user99@gmail.com,sql,2025-12-10T03:00:52.663950,20251210_030051
101,Phạm Hoa,0945935116,Đà Nẵng,user100@gmail.com,sql,2025-12-10T03:00:52.664953,20251210_030051
103,,0900001002,Hồ Chí Minh,error2@gmail.com,sql,2025-12-10T03:00:52.664953,20251210_030051
104,Lê Thị Nga123,0900001003,Đà Nẵng,error3@gmail.com,sql,2025-12-10T03:00:52.665507,20251210_030051
105,Nguyễn @An,0900001004,Hải Phòng,error4@gmail.com,sql,2025-12-10T03:00:52.665507,20251210_030051
106,le thi hoa,0900001005,Cần Thơ,error5@gmail.com,sql,2025-12-10T03:00:52.665507,20251210_030051
107,L T Nga,0900001006,Hà Nội,error6@gmail.com,sql,2025-12-10T03:00:52.666586,20251210_030051
108,Nguyễn Thị Hoa Công Chúa,0900001007,Đà Nẵng,error7@gmail.com,sql,2025-12-10T03:00:52.666586,20251210_030051
109,An,0900001008,Hồ Chí Minh,error8@gmail.com,sql,2025-12-10T03:00:52.666586,20251210_030051
110,Lê  Thị Mai,0900001009,Hải Phòng,error9@gmail.com,sql,2025-12-10T03:00:52.666586,20251210_030051
111,@@@,0900001010,Cần Thơ,error10@gmail.com,sql,2025-12-10T03:00:52.667590,20251210_030051
112,Nam 😀 Hihi,0900001019,Đà Nẵng,error19@gmail.com,sql,2025-12-10T03:00:52.667590,20251210_030051
113,Nguyễn\tHằng,0900001017,Cần Thơ,error17@gmail.com,sql,2025-12-10T03:00:52.667590,20251210_030051
114,Lê\nThanh,0900001018,Hải Phòng,error18@gmail.com,sql,2025-12-10T03:00:52.668584,20251210_030051
115,Nguyễn  Văn    A,0900001020,Hải Phòng,error20@gmail.com,sql,2025-12-10T03:00:52.668584,20251210_030051
116,Trung123,0900001021,Hải Phòng,error21@gmail.com,sql,2025-12-10T03:00:52.668584,20251210_030051
117,Trần @@ Nam,0900001022,Hà Nội,error22@gmail.com,sql,2025-12-10T03:00:52.668584,20251210_030051
118,HOÀNG VĂN NAM,0900001023,Đà Nẵng,error23@gmail.com,sql,2025-12-10T03:00:52.668584,20251210_030051
119,nam nam nam,0900001024,Hồ Chí Minh,error24@gmail.com,sql,2025-12-10T03:00:52.668584,20251210_030051
120,-Nam,0900001025,Cần Thơ,error25@gmail.com,sql,2025-12-10T03:00:52.669587,20251210_030051
121,Nguyễn_Văn_A,0900001026,Hà Nội,error26@gmail.com,sql,2025-12-10T03:00:52.669587,20251210_030051
122,    Nam   ,0900001027,Đà Nẵng,error27@gmail.com,sql,2025-12-10T03:00:52.669587,20251210_030051
